cloud_lower,cloud_upper,sun_mean,sun_stdev,autoregressive_proportion
0.37010207128899997,0.386719,0.523438,0.138281,0.835625
0.586928928711,0.957031,0.553125,0.110156,0.720781
0.448425171875,0.484375,0.328125,0.087109,0.871719
0.477355828125,0.925781,0.354688,0.078125,0.967969
0.060699876953,0.070313,0.50625,0.053906,0.856406
0.8025819863279999,0.863281,0.670313,0.076953,0.877188
0.028534310547,0.039063,0.448438,0.142969,0.86625
0.701935419922,0.730469,0.4125,0.136328,0.935156
0.2667238125,0.371094,0.684375,0.101563,0.947188
0.45202618749999995,0.71875,0.592188,0.142578,0.868438
0.341567694336,0.472656,0.38125,0.071484,0.728438
0.381088305664,0.722656,0.379687,0.089063,0.83125
0.162658640625,0.203125,0.510937,0.099609,0.7525
0.638122359375,0.800781,0.589063,0.083203,0.771094
0.331375413086,0.496094,0.385938,0.129688,0.757969
0.336593586914,0.667969,0.45625,0.130078,0.72625
0.1309205625,0.214844,0.501562,0.102734,0.834531
0.4784544375,0.609375,0.567188,0.122266,0.772187
0.356598326172,0.480469,0.382813,0.060156,0.919844
0.38558967382799997,0.742188,0.3375,0.096875,0.870625
0.18762184375,0.207031,0.507813,0.06875,0.841094
0.71862815625,0.90625,0.596875,0.075391,0.887031
0.139892625,0.1875,0.340625,0.129297,0.923125
0.606201375,0.746094,0.4875,0.140625,0.924219
0.05395534375,0.101563,0.625,0.101953,0.847656
0.4772951875,0.53125,0.598438,0.124219,0.902344
0.17688004687499997,0.328125,0.365625,0.096484,0.800625
0.362182953125,0.539063,0.4,0.081641,0.741562
0.12304725,0.164063,0.56875,0.089453,0.736094
0.6269534999999999,0.75,0.515625,0.080469,0.762344
0.274322533203,0.394531,0.485937,0.133594,0.704375
0.420990466797,0.695313,0.426562,0.125,0.737188
0.317764569336,0.464844,0.542187,0.117188,0.76125
0.365829430664,0.683594,0.578125,0.103906,0.751406
0.1785888125,0.21875,0.30625,0.085938,0.849844
0.6378171874999999,0.816406,0.353125,0.064844,0.891406
0.0135498125,0.015625,0.6125,0.062891,0.869531
0.8536381875,0.867188,0.626562,0.072266,0.894688
0.100204305664,0.128906,0.44375,0.148438,0.934063
0.6771396943360001,0.777344,0.359375,0.136719,0.91
0.306030453125,0.359375,0.648438,0.128125,0.888125
0.545532546875,0.851563,0.610937,0.131641,0.850937
0.22338843749999998,0.238281,0.442187,0.076172,0.7
0.7141115625000001,0.9375,0.304688,0.093359,0.707656
0.351303258789,0.355469,0.604688,0.052344,0.716406
0.6369777412109999,0.988281,0.675,0.073047,0.733906
0.018036267578,0.023438,0.404688,0.114453,0.768906
0.751495501953,0.769531,0.473437,0.148828,0.774375
0.14823921191399997,0.261719,0.690625,0.126172,0.765625
0.41816678808599994,0.566406,0.607813,0.14375,0.784219
0.16387945312500002,0.234375,0.398438,0.05,0.906719
0.5353395468750001,0.699219,0.40625,0.052734,0.858594
0.18072528125,0.246094,0.60625,0.055859,0.973438
0.55364971875,0.734375,0.579687,0.062109,0.915469
0.051498618164,0.058594,0.3,0.125391,0.880469
0.8274073818359999,0.878906,0.310938,0.123437,0.976719
0.0,0.0,0.676563,0.126563,0.913281
0.972656,0.972656,0.651562,0.119922,0.9625
0.332061720703,0.363281,0.41875,0.074219,0.833438
0.582001279297,0.914063,0.378125,0.067969,0.721875
0.23889174999999999,0.296875,0.554688,0.067188,0.739375
0.56579625,0.804688,0.665625,0.060547,0.798437
0.153747515625,0.171875,0.396875,0.120313,0.824688
0.740783484375,0.894531,0.371875,0.130469,0.797344
0.19866996484399999,0.242188,0.63125,0.113672,0.702188
0.6216438554689999,0.820313,0.657812,0.141406,0.742656
0.006622736328,0.007813,0.478125,0.097656,0.912187
0.8410341113279999,0.847656,0.439062,0.057813,0.929688
0.290497263672,0.445313,0.696875,0.064062,0.931875
0.361847388672,0.652344,0.639063,0.085156,0.950469
0.09118659374999999,0.140625,0.490625,0.105469,0.896875
0.5572514062499999,0.648438,0.33125,0.115234,0.925313
0.439331515625,0.476563,0.64375,0.149219,0.878281
0.48254440624999995,0.921875,0.559375,0.134766,0.955938
0.2243040625,0.410156,0.496875,0.078906,0.782031
0.32257093750000004,0.546875,0.339063,0.088281,0.818125
0.444122888672,0.492188,0.535938,0.055469,0.820313
0.458222013672,0.902344,0.51875,0.0875,0.70875
0.03418,0.054688,0.415625,0.100781,0.747031
0.590820625,0.625,0.453125,0.140234,0.817031
0.178406214844,0.289063,0.678125,0.108984,0.786406
0.43878240234399996,0.617188,0.55,0.104687,0.779844
0.220596569336,0.308594,0.367188,0.079297,0.899063
0.494247430664,0.714844,0.467188,0.092188,0.872813
0.097763165039,0.167969,0.576563,0.092969,0.964687
0.48426783496099995,0.582031,0.585938,0.053125,0.875
0.41626025,0.429688,0.417188,0.133203,0.842188
0.55249071875,0.96875,0.46875,0.108203,0.952656
0.169372703125,0.292969,0.528125,0.119141,0.865156
0.408752296875,0.578125,0.6875,0.121484,0.853125
0.083877819336,0.089844,0.390625,0.050391,0.795156
0.849716180664,0.933594,0.470312,0.061328,0.790781
0.130096779297,0.226563,0.664063,0.069141,0.759063
0.444122794922,0.574219,0.673437,0.095703,0.722969
0.10392752441400001,0.191406,0.301563,0.127344,0.709844
0.43904147558600004,0.542969,0.345312,0.107422,0.749219
0.0034635244140000005,0.003906,0.623438,0.141016,0.776562
0.883255475586,0.886719,0.517187,0.143359,0.79625
0.1794436875,0.273438,0.314062,0.083984,0.978906
0.47680696874999995,0.65625,0.370313,0.082422,0.948281
0.028976243164,0.035156,0.590625,0.071094,0.926406
0.7952427568360001,0.824219,0.5625,0.058203,0.852031
0.193634544922,0.210938,0.435938,0.146484,0.916563
0.724335373047,0.917969,0.429688,0.132422,0.860781
0.22966011816399998,0.339844,0.615625,0.122656,0.954844
0.44612088183599996,0.675781,0.667187,0.115625,0.961406
0.3742676875,0.4375,0.434375,0.051953,0.735
0.48120131250000003,0.855469,0.495312,0.094922,0.74375
0.171905857422,0.335938,0.525,0.090234,0.730625
0.339813654297,0.511719,0.642187,0.087891,0.714219
0.249893444336,0.402344,0.307813,0.116406,0.7875
0.371200555664,0.621094,0.479687,0.101172,0.713125
0.010757303711,0.019531,0.539063,0.10625,0.815938
0.5400236962889999,0.550781,0.548437,0.135547,0.789688
0.281433652344,0.414063,0.425,0.0625,0.974531
0.3982550273439999,0.679688,0.31875,0.065625,0.854219
0.2978515625,0.3125,0.534375,0.060938,0.867344
0.6552734375,0.953125,0.571875,0.055078,0.873906
0.103820828125,0.109375,0.35,0.11875,0.885937
0.845398171875,0.949219,0.3625,0.145313,0.843281
0.10546875,0.125,0.65625,0.108594,0.8575
0.73828125,0.84375,0.679688,0.117969,0.939531
